noise,zero_diff,explained_variance,opt_mean_diff,opt_std_diff
0.0,0.21276724099223293,1.0,0.040693768480244946,0.0037463739487471883
0.0,0.03677265119872168,1.0,0.013026506928805576,0.0004900893583306815
0.0,0.2477956567762485,1.0,0.024950241523909622,0.004662242954526635
0.0,0.24366016859983305,1.0,0.03971355007946674,0.005094867193822316
0.0,0.25120542388682016,1.0,0.032072566268239136,0.0041877131477847775
0.0,0.162945306135092,1.0,0.031966882347488276,0.0010848069984012636
0.0,0.2474555662559556,1.0,0.028021325384081502,0.0043102886443896265
0.0,0.24934688099428765,1.0,0.02857071610583154,0.004507676424966871
0.0,0.09811005789105795,1.0,0.025292292684227446,0.001448141641320738
0.0,0.025934959447119474,1.0,0.012541399008824358,0.00028571844123908625
0.0,0.26228512454359154,1.0,0.041425545165782215,0.005927444818064501
0.0,0.2484119153379356,1.0,0.024811693867690297,0.002159715022376488
0.0,0.035797628922013616,1.0,0.01554466364760915,0.0012479915419462842
0.0,0.1446307858139434,1.0,0.0333982228434491,0.0030591445742668153
0.0,0.10339298965730208,1.0,0.022448757586715575,0.0008671829616432741
0.0,0.24848569652093744,1.0,0.03514960624715684,0.006384819149971932
0.0,0.24442535173554858,1.0,0.036005161513937615,0.007348635491008261
0.0,0.17321991738769865,1.0,0.037987510017472186,0.004490380189093664
0.0,0.22893136113232215,1.0,0.03852375782138249,0.002130716209874768
0.0,0.09875434881994631,1.0,0.027415907543475816,0.001810343310260478
0.0,0.2598101067424326,1.0,0.03415295447324233,0.003350346580232171
0.0,0.14205182792347995,1.0,0.03140768228207197,0.0025722952707370426
0.0,0.2518925527122208,1.0,0.03565729052013365,0.005152259479408116
0.0,0.2426783207766864,1.0,0.03887358006907686,0.002825201765147358
0.0,0.2479037441243505,1.0,0.031590616286608045,0.005329912396876608
0.0,0.2505412925087918,1.0,0.030734561392289323,0.0035886012281048985
0.0,0.25031317127957164,1.0,0.0295775242825791,0.0035069223280586054
0.0,0.25371662788992894,1.0,0.029386167149872373,0.0037485440110030807
0.0,0.16473031838206592,1.0,0.0384158664346549,0.003873262187025476
0.0,0.25512468300707286,1.0,0.028054394271439707,0.002167583628525976
0.0,0.26087086998860487,1.0,0.033232687507847275,0.003289720646226325
0.0,0.22866311468847375,1.0,0.034267955422947645,0.002764731405021627
0.0,0.2539762839058243,1.0,0.03421051236656326,0.004961145701357228
0.0,0.21492061932396211,1.0,0.035935164088821206,0.0027299756367730036
0.0,0.18196688453016013,1.0,0.03259068574750661,0.002345062906598689
0.0,0.21004281665324293,1.0,0.03721064119151794,0.002059075436028636
0.0,0.13626257196441133,1.0,0.031658468392410315,0.0023653127412529354
0.0,0.25623412617049435,1.0,0.02701343205077662,0.001975891956337299
0.0,0.1553609018084534,1.0,0.03412385001245728,0.0036295212468783833
0.0,0.13360861661968895,1.0,0.022535800017862484,0.0013650076990031534
0.0,0.24757840356405833,1.0,0.027165092913129674,0.0034983118199476107
0.0,0.023888640676604872,1.0,0.013409193137701506,0.0003194878061621422
0.0,0.24596038293926373,1.0,0.03444639503194996,0.0033392303345689688
0.0,0.25209197173095,1.0,0.03868359846660776,0.005740284989890259
0.0,0.03940249039969268,1.0,0.01705696918510439,0.0007419226321078368
0.0,0.25688012261498105,1.0,0.026902917269000636,0.003947064859429872
0.0,0.23029819965748627,1.0,0.04488716154566286,0.004259844753434
0.0,0.25543105542511024,1.0,0.02517501424507908,0.0036416500227486725
0.0,0.2455356856046515,1.0,0.0399827581281406,0.003408023596386871
0.0,0.236876134415742,1.0,0.03628189194305401,0.004908471899967849
0.0,0.21517778289430448,1.0,0.03824484129822324,0.005022209882171058
0.0,0.2506056140608158,1.0,0.03358140208207509,0.004313791032117266
0.0,0.24552846252107355,1.0,0.030599736636066042,0.004589539909372345
0.0,0.04443395680740303,1.0,0.016148964784254923,0.0005310709828430128
0.0,0.2572991008280397,1.0,0.023249524732845753,0.001459104002065783
0.0,0.24081569672794656,1.0,0.03429230257741725,0.002953919955197175
0.0,0.022903860816078963,1.0,0.01234986128797717,0.00030446259217366056
0.0,0.24735954758285691,1.0,0.029441416020588095,0.0019919033604874443
0.0,0.12546167646588732,1.0,0.03240370546908851,0.002053915392946623
0.0,0.14599663309523006,1.0,0.026299866540081096,0.002477250213299437
0.0,0.00541173700075899,1.0,0.005446652226258607,0.00024423379764852357
0.0,0.012221272583873509,1.0,0.007879129265921634,0.0006233699840059128
0.0,0.21220963578043828,1.0,0.03605272524275443,0.0012693413523013988
0.0,0.24532254144060262,1.0,0.04010691571742625,0.002702123535749685
0.0,0.20634106825216464,1.0,0.03639670562628416,0.002963260356979616
0.0,0.25254817635620486,1.0,0.03510082918496422,0.0034727829933467983
0.0,0.23748271572852317,1.0,0.04370370311404922,0.005089743447593996
0.0,0.13600345006788067,1.0,0.02415733768379847,0.0013741379114883118
0.0,0.25462684265160224,1.0,0.03418630402906177,0.0036769739949226938
0.0,0.2537817118895718,1.0,0.031610940888721656,0.004142734472822875
0.0,0.2510752279655839,1.0,0.03640286167208673,0.004472641874530566
0.0,0.2553303231601975,1.0,0.031992216433240316,0.0038116854580972906
0.0,0.2342705850336019,1.0,0.038777725939265206,0.0026367489399804337
0.0,0.250971185703292,1.0,0.032909462742859844,0.0032777392232618834
0.0,0.25082164121957784,1.0,0.036947041565835025,0.005098817409795981
0.0,0.25306619621720206,1.0,0.03401074431951077,0.0038197633319757675
0.0,0.012685926097534718,1.0,0.008697059134660954,0.000461202708151381
0.0,0.23371149931038526,1.0,0.03858631115207501,0.002623357525753269
0.0,0.2089436353211531,1.0,0.03767873147252347,0.002237440332451693
0.0,0.14123687356853307,1.0,0.034077358161672885,0.0026073952390996314
0.0,0.20031923872606985,1.0,0.0366758787446646,0.005265733667880176
0.0,0.25432902780090627,1.0,0.02826173181683402,0.004066924963720639
0.0,0.23478079643572752,1.0,0.03424942341237553,0.002323993083406062
0.0,0.2409467823482579,1.0,0.040621217869464196,0.005437805365968306
0.0,0.2450496081210214,1.0,0.03288460002978921,0.0014347552824016817
0.0,0.06180799223611143,1.0,0.020503254747908862,0.0010368499123027501
0.0,0.24721004197310498,1.0,0.03653624637892694,0.003013513218982419
0.0,0.24434162312014948,1.0,0.037365498877738726,0.004144751055682629
0.0,0.2532620250615374,1.0,0.030647700113410566,0.006331891781070178
0.0,0.03908895336448659,1.0,0.017319590634855393,0.0007962661616966196
0.0,0.1967660654516812,1.0,0.03908523674834186,0.002259242353601077
0.0,0.2571724825939878,1.0,0.028690752062626407,0.0029033598165033167
0.0,0.07725777671572842,1.0,0.02267215868313823,0.0013867572878763193
0.0,0.23874677200187558,1.0,0.0375038555026966,0.00471141817508961
0.0,0.17400942260885405,1.0,0.036208454960189276,0.002845351436710791
0.0,0.21124752390593973,1.0,0.04102731702711494,0.005573495187457329
0.0,0.12839898651626247,1.0,0.023606524039815033,0.002037077730580493
0.0,0.12121090357572609,1.0,0.025636481908884883,0.0016662689546453136
0.0,0.25842964498228277,1.0,0.03122902132417731,0.003942873372871843
0.0,0.23601617603475172,1.0,0.038032890069606876,0.003415660423836655
